,StreamID,Brick,count,first_t,last_t,mean,std,min,q1,median,q3,max,nUnique
205,5e89fa22_7eef_4781_b287_3593a241a8f6,Min_Temperature_Setpoint_Limit,143292,2021-01-01T00:03:16.952Z,2023-12-31T23:52:06.800Z,26.49546381,8.817433229,0,20.8,32,32,32,86
5,cf785696_664f_4249_aff4_14c5522387e6,Point,143732,2021-01-01T00:03:14.659Z,2023-12-31T23:52:03.140Z,12.15462945,12.59795623,0,0,15,20.2,32,87
7,82f75178_cc15_4db7_b06c_48432305bd58,Max_Temperature_Setpoint_Limit,143701,2021-01-01T00:03:14.687Z,2023-12-31T23:52:03.177Z,14.89596175,14.42998154,0,0,15,32,32,87
9,73d3b8c1_ace9_41f4_a205_907c32a0cae2,Min_Temperature_Setpoint_Limit,143697,2021-01-01T00:03:14.708Z,2023-12-31T23:52:03.210Z,12.15769432,12.59802337,0,0,15,20.2,32,87
35,bfaf2665_254d_4a13_b1eb_811d5bf3732a,Max_Temperature_Setpoint_Limit,143669,2021-01-01T00:03:15.004Z,2023-12-31T23:52:03.703Z,15.65374715,14.94803143,0,0,15,32,32,87
61,dfb8ff56_c7a7_4d3f_ba5b_2374feb7be52,Point,143594,2021-01-01T00:03:15.300Z,2023-12-31T23:52:04.247Z,19.81847988,7.840480753,0,15,15,31.8,32,87
65,560c54ec_2da0_4064_bffe_feaa922490b6,Min_Temperature_Setpoint_Limit,143611,2021-01-01T00:03:15.344Z,2023-12-31T23:52:04.321Z,19.81765464,7.839929105,0,15,15,31.8,32,87
117,3269cd92_dbc4_401b_aa25_729f23645dff,Point,143482,2021-01-01T00:03:15.981Z,2023-12-31T23:52:05.261Z,12.7553031,12.99480296,0,0,15,24.4,32,87
121,58cf01f8_e5f2_455c_bbcb_6ad0fe5c10cc,Min_Temperature_Setpoint_Limit,143523,2021-01-01T00:03:16.024Z,2023-12-31T23:52:05.333Z,12.75186137,12.9948617,0,0,15,24.4,32,87
173,c4161e69_ad87_48d5_b7cc_065c0c71e55d,Point,143366,2021-01-01T00:03:16.584Z,2023-12-31T23:52:06.233Z,21.59676911,11.79806747,0,15,28.8,32,32,87
177,e5cac543_ce56_46b7_96ed_0a2fa04edab9,Min_Temperature_Setpoint_Limit,143344,2021-01-01T00:03:16.628Z,2023-12-31T23:52:06.299Z,21.59696953,11.79801652,0,15,28.8,32,32,87
850,403284aa_1546_4528_98e3_afea0df2cd05,Usage_Sensor,23474,2021-04-04T19:43:00.000Z,2023-12-31T23:21:00.000Z,0.022422467,0.132219153,0,0,0,0,15.62,125
848,b39cc41e_1c39_4d96_a72f_a4dbda7e81c4,Usage_Sensor,23474,2021-04-04T19:43:00.000Z,2023-12-31T23:21:00.000Z,0.015681392,0.071175522,0,0,0,0,1.06,134
63,5302d3a8_86f6_4afa_8e85_ef1f4f4a853b,Max_Temperature_Setpoint_Limit,143617,2021-01-01T00:03:15.322Z,2023-12-31T23:52:04.284Z,22.58951865,8.45372656,0,15,21.3,32,32,150
699,3624bd6d_337e_4b72_ba60_2233f1c1137f,Usage_Sensor,23474,2021-04-04T19:43:00.000Z,2023-12-31T23:21:00.000Z,2.108613785,6.038879451,0,0,0,1.5,687.4,185
785,bcef6619_a7cd_4b26_92c6_f78b58fb7cbf,Voltage_Sensor,1444499,2021-01-01T00:00:08.987Z,2023-12-31T23:59:55.208Z,215.1351559,72.36756149,0,236.7,238.8,240.8,253.3,220
763,da89eadb_5d68_4aca_bc75_92b99436f2d0,Voltage_Sensor,1445429,2021-01-01T00:00:08.749Z,2023-12-31T23:59:54.752Z,215.3961382,72.47178452,0,236.9,239.1,241,253.6,225
741,60a76402_fb41_4cc0_a8e9_97b6a5a14ba1,Voltage_Sensor,1447107,2021-01-01T00:00:08.515Z,2023-12-31T23:59:54.275Z,215.2111358,72.40063444,0,237,238.9,240.8,253.6,226
761,9ba9f84b_f91b_4168_861f_74c448dacb94,Voltage_Sensor,1446384,2021-01-01T00:00:08.739Z,2023-12-31T23:59:54.733Z,215.4416266,72.46870338,0,236.4,239.5,241.5,254.4,226
829,6dbec550_bd5e_46f8_bbf0_5da86e213c82,Voltage_Sensor,1442080,2021-01-01T00:00:09.452Z,2023-12-31T23:59:56.131Z,215.2183906,72.44771082,0,236.7,239,240.9,253.7,226
827,30fafb3d_ba46_41d4_99e9_068342c65855,Voltage_Sensor,1442844,2021-01-01T00:00:09.442Z,2023-12-31T23:59:56.111Z,215.442247,72.51271544,0,236.5,239.5,241.5,254.4,228
783,b9c0dfe7_4cd7_43a4_b21d_bc514cec2087,Voltage_Sensor,1444974,2021-01-01T00:00:08.978Z,2023-12-31T23:59:55.188Z,215.4818164,72.50563469,0,236.5,239.5,241.5,254.3,229
807,0a7d2a43_da4b_4f50_a2b8_eea1f96e92ec,Voltage_Sensor,1443421,2021-01-01T00:00:09.216Z,2023-12-31T23:59:55.667Z,215.313796,72.48719043,0,236.8,239.1,241,253.8,229
739,7e33c99c_8244_41d7_b5f5_35c03eb78aee,Voltage_Sensor,1447337,2021-01-01T00:00:08.504Z,2023-12-31T23:59:54.253Z,215.6160513,72.51676278,0,236.8,239.7,241.6,254.5,230
805,1984eb96_4be4_4128_a425_7e5abcfd7bad,Voltage_Sensor,1443631,2021-01-01T00:00:09.207Z,2023-12-31T23:59:55.649Z,215.5030085,72.52137114,0,236.6,239.6,241.6,254.4,231
698,1b17847c_ff17_43a3_8a01_3ee94f638cb7,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,266035,2021-07-13T01:26:18.520Z,2023-12-31T23:55:23.351Z,46.49226256,12.77017717,0,49.976,49.998,50.019,50.101,232
765,1796b1b3_9ace_4813_8827_08337a5042ee,Voltage_Sensor,1445980,2021-01-01T00:00:08.760Z,2023-12-31T23:59:54.773Z,217.4204985,73.13349021,0,239.2,241.2,243.5,257.4,244
787,c3cddcba_d5c1_4d3e_9242_74ba9f45b254,Voltage_Sensor,1444835,2021-01-01T00:00:08.998Z,2023-12-31T23:59:55.229Z,216.8047483,72.93803647,0,238.3,240.7,242.9,256.6,245
809,84822083_c421_4c60_b4e3_e5c762a6a8d3,Voltage_Sensor,1443627,2021-01-01T00:00:09.227Z,2023-12-31T23:59:55.690Z,217.2076426,73.10729205,0,238.9,241,243.3,257.1,245
831,e25db03d_202d_4d9f_a0b5_6f65f4ed8e40,Voltage_Sensor,1442333,2021-01-01T00:00:09.461Z,2023-12-31T23:59:56.150Z,217.2544576,73.13787119,0,239,241.2,243.4,257.3,245
743,a381ff86_c182_47dd_a6f6_921248304381,Voltage_Sensor,1446842,2021-01-01T00:00:08.526Z,2023-12-31T23:59:54.296Z,217.0678606,73.00396909,0,238.6,240.9,243.1,256.9,246
472,e593c243_6b87_446d_8b40_aac10607dbbe,Usage_Sensor,980,2021-04-05T13:43:00.000Z,2023-12-31T12:21:00.000Z,779.0871633,161.5492893,604.92,654.985,719.36,916.6975,1131.265,302
685,2d12a97f_9bd7_4f21_9ddc_2ac36bf1c7fe,Filter_Differential_Pressure_Sensor,143228,2021-01-01T00:03:17.412Z,2023-12-31T23:52:07.507Z,-10.4478604,2.349821119,-13.2,-12.15,-11.1,-9.65,8.45,326
782,b0b973e8_98cc_4adf_b1d1_774d2314512d,Voltage_Sensor,1444802,2021-01-01T00:00:08.947Z,2023-12-31T23:59:55.131Z,372.4763939,125.2772446,0,409.1,413.7,417.1,439.4,375
760,7891ea90_dc17_4bc8_af18_bb0b14ae4a7d,Voltage_Sensor,1445816,2021-01-01T00:00:08.704Z,2023-12-31T23:59:54.675Z,372.598297,125.34674,0,408.9,414,417.3,439.7,377
804,6392641d_d6f9_4ca5_9a5f_d30e7b591c98,Voltage_Sensor,1443834,2021-01-01T00:00:09.176Z,2023-12-31T23:59:55.588Z,372.5645567,125.4240635,0,409.1,414,417.4,439.6,377
826,e3356164_f7ce_43f9_ac97_541790b24f1e,Voltage_Sensor,1442549,2021-01-01T00:00:09.410Z,2023-12-31T23:59:56.050Z,372.4627037,125.3939914,0,408.9,413.8,417.2,439.1,377
738,43bd8860_c945_4ed0_90d4_8aa83fae24eb,Voltage_Sensor,1446891,2021-01-01T00:00:08.475Z,2023-12-31T23:59:54.191Z,372.5864937,125.3813431,0,409.6,413.9,417.2,439.3,379
828,ef1a387b_7a14_445d_b394_e7e3eef16ef8,Voltage_Sensor,1442585,2021-01-01T00:00:09.421Z,2023-12-31T23:59:56.068Z,374.5775532,126.0650359,0,412,416,419.5,442.6,388
762,5964e4e1_37e7_4d1f_a5e4_a3342d9ed416,Voltage_Sensor,1446056,2021-01-01T00:00:08.715Z,2023-12-31T23:59:54.693Z,374.9438406,126.1599073,0,412.7,416.2,419.7,442.4,389
806,bb33fa6b_6a82_4a3e_92a8_3b744363257a,Voltage_Sensor,1444158,2021-01-01T00:00:09.187Z,2023-12-31T23:59:55.608Z,374.6245488,126.0978125,0,412,416,419.5,442.5,390
784,782ff5fd_e9ba_42d7_b05a_e9fb4cbddc13,Voltage_Sensor,1445077,2021-01-01T00:00:08.957Z,2023-12-31T23:59:55.151Z,374.2032758,125.858496,0,411.6,415.4,418.9,441.5,392
740,1e2dde80_ea56_471a_904d_d98aa2b9aa09,Voltage_Sensor,1447760,2021-01-01T00:00:08.484Z,2023-12-31T23:59:54.211Z,374.4446464,125.9565455,0,412.1,415.7,419.2,442.2,393
775,b81a35cd_3b10_4f4d_a622_b47097752a01,Electrical_Power_Sensor,1462603,2021-01-01T00:00:00.000Z,2023-12-31T23:59:55.290Z,-2.597362244,1.211114764,-4.37,-3.65,-3.01,-2.05,0.42,395
764,1c63d045_3464_4f45_be94_f87bf6e17490,Voltage_Sensor,1445378,2021-01-01T00:00:08.725Z,2023-12-31T23:59:54.713Z,375.3031338,126.2771342,0,412.6,416.8,420.5,443.1,396
786,db7e08e4_50fd_4a34_84d6_f8191b598f60,Voltage_Sensor,1444822,2021-01-01T00:00:08.967Z,2023-12-31T23:59:55.170Z,374.8509549,126.1194487,0,411.9,416.4,420,442.6,397
791,e8f98951_e060_40c2_83a6_9d3239c464a4,Current_Sensor,1444270,2021-01-01T00:00:09.141Z,2023-12-31T23:59:55.531Z,12.01295417,11.91169687,0,0,1.92,24.04,127.28,397
808,10eba71f_8208_40be_961d_1a25936fa4b3,Voltage_Sensor,1443439,2021-01-01T00:00:09.197Z,2023-12-31T23:59:55.629Z,375.2014951,126.2860498,0,412.4,416.7,420.4,442.8,398
830,9d57ea25_0f35_4dc4_91bc_ceda320bdbfd,Voltage_Sensor,1442206,2021-01-01T00:00:09.432Z,2023-12-31T23:59:56.090Z,375.1957836,126.3197121,0,412.6,416.8,420.4,443.1,398
742,2b8a66e5_2f10_4a44_99cd_0e76b87fd132,Voltage_Sensor,1446852,2021-01-01T00:00:08.494Z,2023-12-31T23:59:54.233Z,375.2020997,126.2482712,0,412.5,416.7,420.3,443.1,401
767,eb9ea1fb_e0f8_4e3f_9034_91c40d8d730f,Current_Sensor,1445167,2021-01-01T00:00:08.937Z,2023-12-31T23:59:55.109Z,6.496637607,3.605448148,0,4.04,6.84,9.4,20.84,407
731,d2c45bbe_f5fa_4104_9aa3_fc080e27a112,Electrical_Power_Sensor,1462725,2021-01-01T00:00:00.000Z,2023-12-31T23:59:54.361Z,-1.899703977,1.023218667,-4.62,-2.13,-1.78,-1.55,0,413
768,5b8427ad_9c88_482c_83c0_f9df3c20f460,Current_Sensor,1445036,2021-01-01T00:00:08.907Z,2023-12-31T23:59:55.053Z,4.9534377,3.753594471,0,1.64,3.52,8.56,22.32,426
753,969923d8_06fc_4a23_9559_0504ccee997a,Electrical_Power_Sensor,1461726,2021-01-01T00:00:00.000Z,2023-12-31T23:59:54.829Z,-1.318892255,1.400017223,-4.45,-3.06,-0.73,0,1.49,428
747,882a51a7_8902_444f_bba6_71f2d5cead3f,Current_Sensor,1446500,2021-01-01T00:00:08.674Z,2023-12-31T23:59:54.617Z,4.724337145,2.136159766,0,4,4.96,5.52,21,430
769,aba34360_b41c_4c78_9a09_c112ae524537,Current_Sensor,1445494,2021-01-01T00:00:08.916Z,2023-12-31T23:59:55.071Z,6.976095563,3.819330808,0,5.4,6.04,8.04,23.88,432
789,312ebcd7_5181_4557_9faa_de06a5e0c2a4,Current_Sensor,1444200,2021-01-01T00:00:09.166Z,2023-12-31T23:59:55.567Z,1.81399831,1.958473144,0,0,2.36,2.56,24.12,446
152,16046fad_e38c_4345_8338_6030aa89cba4,Point,143391,2021-01-01T00:03:16.358Z,2023-12-31T23:52:05.873Z,9.340540341,10.61549951,0,0,0,21.52,27.94,449
167,fa4dca2e_0d5b_4ef8_8b1b_80c2ee01e71c,Air_Temperature_Sensor,143375,2021-01-01T00:03:16.518Z,2023-12-31T23:52:06.133Z,9.341072153,10.61583277,0,0,0,21.52,27.94,449
849,5af5135d_0075_4e72_bcf7_3fca4c26fab0,Usage_Sensor,980,2021-04-05T13:43:00.000Z,2023-12-31T12:21:00.000Z,195.4807551,134.4797562,5.875,68.76375,206.12,310.035,376.665,451
724,08b1cc70_e437_43e2_b961_9eb2e1e7cf28,Current_Sensor,1446506,2021-01-01T00:00:08.430Z,2023-12-31T23:59:54.093Z,4.072242161,2.333081131,0,2.16,3.96,6.2,25.84,463
124,da8b3f22_f156_4410_b96a_66b0438086cb,Point,143418,2021-01-01T00:03:16.057Z,2023-12-31T23:52:05.384Z,10.65882832,10.51702953,0,0,15.04,21.56,27.92,474
139,55f85b9e_fd33_44e2_b6c6_e4aa34397989,Air_Temperature_Sensor,143429,2021-01-01T00:03:16.219Z,2023-12-31T23:52:05.654Z,10.65806399,10.5169714,0,0,15.04,21.56,27.92,474
456,f1b9a441_5d6f_4cb1_8e17_a9f18f876e15,Air_Temperature_Sensor,145047,2021-01-01T00:03:10.662Z,2023-12-31T23:51:57.197Z,20.2969796,3.763837689,0,19.26,22,22,27.66,505
745,c3de85f6_91b7_4cff_be64_3d0723e1d4b1,Current_Sensor,1446323,2021-01-01T00:00:08.692Z,2023-12-31T23:59:54.655Z,3.947805794,2.387380328,0,2.32,3.72,5.44,26.24,523
258,5301aad9_aa4e_4703_b434_e7d25fc31959,Point,144827,2021-01-01T00:03:11.738Z,2023-12-31T23:51:58.864Z,19.69513751,3.551664298,0,18.2,20.52,21.9,26.18,535
284,d90f2c2b_99fa_4609_8395_107d76dc8fe3,Air_Temperature_Sensor,144669,2021-01-01T00:03:12.061Z,2023-12-31T23:51:59.319Z,19.69406051,3.552371943,0,18.22,20.52,21.9,26.18,535
790,a64ec55d_eda3_46e8_bad7_90fe1c03f816,Current_Sensor,1443662,2021-01-01T00:00:09.130Z,2023-12-31T23:59:55.511Z,13.68491761,12.94995598,0,0,6.24,26.64,136.76,544
545,fe2df390_0b9e_49b7_b7e6_6290d37c50c4,Point,144578,2021-01-01T00:03:12.231Z,2023-12-31T23:51:59.558Z,19.73529527,3.65808218,0,18.12,20.8,21.96,27.88,554
565,7f269e8d_b754_4484_ad1d_78d7abdd9dbe,Air_Temperature_Sensor,144498,2021-01-01T00:03:12.471Z,2023-12-31T23:51:59.910Z,19.74544077,3.655474926,0,18.12,20.8,21.96,27.88,554
180,bc90f102_8dbf_43a5_8258_df8816ff3813,Point,143316,2021-01-01T00:03:16.665Z,2023-12-31T23:52:06.352Z,10.37005149,10.21663707,0,0,13.84,20.82,28.26,559
195,6b310be6_aadc_49a0_ad92_d5f11ff86d24,Air_Temperature_Sensor,143359,2021-01-01T00:03:16.839Z,2023-12-31T23:52:06.630Z,10.36757678,10.21675016,0,0,13.76,20.82,28.26,559
578,4bc6e154_d12d_451a_b8cb_87eb1641fee2,Point,144410,2021-01-01T00:03:12.634Z,2023-12-31T23:52:00.139Z,19.09585804,3.842299247,0,17.12,19.98,21.82,27.46,570
598,623ef3ce_c32c_4f05_ae16_09a4e0eb5ba1,Air_Temperature_Sensor,144309,2021-01-01T00:03:12.865Z,2023-12-31T23:52:00.491Z,19.09448156,3.843475963,0,17.12,19.98,21.82,27.46,570
748,bdce4a94_9990_4ddd_8b9e_33d253a4da42,Current_Sensor,1445575,2021-01-01T00:00:08.683Z,2023-12-31T23:59:54.636Z,3.20968589,1.831198416,0,2.48,3,4.32,29.2,581
746,ba07cfd8_6558_45a1_9761_feb877307b76,Current_Sensor,1445700,2021-01-01T00:00:08.663Z,2023-12-31T23:59:54.596Z,5.267240064,3.28562414,0,2.16,4.88,7.36,26.08,583
770,477165cc_20e8_4fcb_a477_837eb0f4310e,Current_Sensor,1444719,2021-01-01T00:00:08.928Z,2023-12-31T23:59:55.089Z,8.157628715,4.224053443,0,6.6,8,11.08,26.16,584
455,c06f6743_1c68_485b_9d18_78c33fafb01c,Air_Temperature_Sensor,145084,2021-01-01T00:03:10.635Z,2023-12-31T23:51:57.158Z,18.96279466,5.625299116,0,17.9,20.54,22.14,28.18,598
611,56b0c966_8c9e_423d_b26b_7782a8868561,Point,144245,2021-01-01T00:03:13.020Z,2023-12-31T23:52:00.707Z,18.99931727,3.557196912,0,17.4,20.02,21.16,27.82,599
631,11328598_25fc_4808_ba70_a4a48ed1d6e4,Air_Temperature_Sensor,144241,2021-01-01T00:03:13.246Z,2023-12-31T23:52:01.047Z,18.99906365,3.557826379,0,17.4,20.02,21.16,27.82,599
40,de6a1742_7864_4496_8eb9_4c9b9db00d0b,Point,143568,2021-01-01T00:03:15.060Z,2023-12-31T23:52:03.802Z,9.467921264,10.33014196,0,0,0,20.74,31.74,605
55,3ebacdfd_bd8a_44da_9241_f192615018c7,Air_Temperature_Sensor,143631,2021-01-01T00:03:15.232Z,2023-12-31T23:52:04.152Z,9.463995516,10.32973701,0,0,0,20.74,31.74,605
96,725da21b_4673_48aa_9053_5c0a758d5f5f,Point,143455,2021-01-01T00:03:15.695Z,2023-12-31T23:52:04.885Z,9.306688369,10.63338105,0,0,0,21.06,32.3,606
111,9e5771cc_d778_41a4_9bd3_73da4e9852d2,Air_Temperature_Sensor,143506,2021-01-01T00:03:15.919Z,2023-12-31T23:52:05.161Z,9.303613926,10.63307029,0,0,0,21.06,32.3,606
494,1ccf1c24_fca5_4b0d_af96_34522b52e810,Chilled_Water_Differential_Temperature_Sensor,145025,2021-01-01T00:03:11.028Z,2023-12-31T23:51:57.882Z,0.849970695,1.833613187,-6.32,-0.44,0.68,2.08,6.98,606
208,1c9ebda2_97f9_47f9_b9e3_1c2b45fe6844,Point,143222,2021-01-01T00:03:16.986Z,2023-12-31T23:52:06.852Z,10.09435031,9.998535096,0,0,12.94,20.52,28.26,610
223,b3d83e96_431f_4382_a595_e0edcf939282,Air_Temperature_Sensor,143217,2021-01-01T00:03:17.164Z,2023-12-31T23:52:07.120Z,10.09460567,9.998579534,0,0,12.94,20.52,28.26,610
441,73700c2d_cc14_4743_a2a3_b1cfe2eb032b,Warmest_Zone_Air_Temperature_Sensor,145059,2021-01-01T00:03:10.317Z,2023-12-31T23:51:56.632Z,19.91742174,3.818575725,0,18.28,20.76,22.26,28.36,614
457,de513952_c58a_49e0_9c77_77bcdf1474c1,Air_Temperature_Sensor,145105,2021-01-01T00:03:10.689Z,2023-12-31T23:51:57.231Z,19.47470962,3.916652246,0,17.94,20.2,21.74,27.78,616
586,45923996_731e_48c8_ab40_dbf90bd5b2c2,Filter_Differential_Pressure_Sensor,144455,2021-01-01T00:03:12.726Z,2023-12-31T23:52:00.280Z,15.70690803,21.45007043,-1.9,0.8,1.75,43.9,61.45,618
458,17286014_ce1a_4ed3_89b3_92e0b16f0ef7,Air_Temperature_Sensor,144987,2021-01-01T00:03:10.715Z,2023-12-31T23:51:57.263Z,19.00877458,4.073072721,0,16.86,19.82,21.54,28.42,638
411,f6113e06_759b_426f_9a3a_83a25254a4ea,Air_Temperature_Sensor,145208,2021-01-01T00:03:09.617Z,2023-12-31T23:51:55.523Z,25.97579403,3.941569932,0,25.49,26.54,27.44,31,667
12,7733aafa_cf54_4481_a4cc_379bd8dc5270,Point,143622,2021-01-01T00:03:14.743Z,2023-12-31T23:52:03.266Z,10.94510911,10.34668181,0,0,15.16,21.16,33.12,722
27,9f6e47c8_ec19_402e_b27b_4551655ec984,Air_Temperature_Sensor,143712,2021-01-01T00:03:14.915Z,2023-12-31T23:52:03.551Z,10.93864688,10.34701764,0,0,15.15,21.16,33.12,722
726,2d82b574_ab1b_4d96_871a_5b71f6f3d262,Current_Sensor,1447693,2021-01-01T00:00:08.454Z,2023-12-31T23:59:54.146Z,8.988205593,5.151495252,0,5.44,8.92,12.96,42.88,742
380,fd110a5d_96b4_4df9_808d_4327e545d738,Point,145262,2021-01-01T00:03:08.911Z,2023-12-31T23:51:54.173Z,20.06542468,3.978387545,0,18.18,21.02,22.72,29.3,744
700,be6f602f_e7d7_4a46_ba50_7ef7fba0d76e,Usage_Sensor,980,2021-04-05T13:43:00.000Z,2023-12-31T12:21:00.000Z,65710.43653,13869.11099,38807.5,56344.3,65860.05,74532.05,88331.7,744
406,d2e74c8f_f550_42a0_b05c_bfc61e4e3b12,Air_Temperature_Sensor,145226,2021-01-01T00:03:09.503Z,2023-12-31T23:51:55.317Z,19.7144678,3.934965307,0,17.82,20.56,22.12,29.3,748
364,f00e4df8_06a4_4a96_9261_a8b47c87935f,Air_Temperature_Sensor,143898,2021-01-01T00:03:14.165Z,2023-12-31T23:52:02.457Z,10.69601801,10.60374026,0,0,13.84,21.46,32.58,749
677,a3deeea5_43a5_4bab_a8b9_842ee4fda2ad,Point,143164,2021-01-01T00:03:17.321Z,2023-12-31T23:52:07.358Z,19.64201559,3.856748052,0,18.14,20.32,21.9,28.22,763
697,7d56a436_e850_4768_8038_62e142f5bca0,Air_Temperature_Sensor,143112,2021-01-01T00:03:17.552Z,2023-12-31T23:52:07.723Z,19.64282939,3.857031953,0,18.14,20.34,21.9,28.22,763
365,6712f196_56e0_4f15_baa7_8e9e2ab9443d,Air_Temperature_Sensor,143766,2021-01-01T00:03:14.177Z,2023-12-31T23:52:02.475Z,10.40989803,10.4651407,0,0,12.74,21.22,32.04,788
363,12fd9d33_d6a4_46c3_b647_b58a569a2db5,Air_Temperature_Sensor,143808,2021-01-01T00:03:14.152Z,2023-12-31T23:52:02.439Z,19.92883692,4.023133528,0,18.3,20.62,21.96,32.46,789
298,fc95b2b9_c26a_40a7_bc80_6515ba51429a,Point,144160,2021-01-01T00:03:13.394Z,2023-12-31T23:52:01.271Z,19.91516773,4.054447289,0,18.18,20.62,22.08,32.38,799
324,4e60c456_42a7_4bc9_9fa4_d36f23f46c64,Air_Temperature_Sensor,144122,2021-01-01T00:03:13.693Z,2023-12-31T23:52:01.737Z,19.91488295,4.055019578,0,18.18,20.62,22.08,32.38,799
706,28611c31_e1f3_4626_a32e_486887c704a0,Differential_Pressure_Sensor,145072,2021-01-01T00:03:11.201Z,2023-12-31T23:51:58.129Z,45.0912154,48.9962121,0,7.4,7.84,106.28,132.48,805
797,a38727ba_c15c_4f20_97f4_c8bbabaa8583,Electrical_Power_Sensor,1459700,2021-01-01T00:00:00.000Z,2023-12-31T23:59:55.752Z,5.89955743,6.050857087,0,0,0.52,11.97,51.77,825
228,1bb97105_2614_4197_9cb1_62d0f6f851d6,Air_Temperature_Sensor,143910,2021-01-01T00:03:14.258Z,2023-12-31T23:52:02.588Z,25.92682454,4.000636758,0,25.31,26.54,27.44,33.56,888
349,acefc08d_7a4e_4988_8da4_015ca6626ebe,Warmest_Zone_Air_Temperature_Sensor,143869,2021-01-01T00:03:13.988Z,2023-12-31T23:52:02.186Z,20.24229209,4.04633166,0,18.54,20.8,22.38,32.58,889
725,c3701971_ae21_442b_b93a_d82d47af13a2,Current_Sensor,1449089,2021-01-01T00:00:08.444Z,2023-12-31T23:59:54.124Z,14.40041728,8.543012446,0,10.44,12.08,24.68,44.96,900
723,02e608c1_09fe_48be_91dc_1419d6bc1fa7,Current_Sensor,1448351,2021-01-01T00:00:08.464Z,2023-12-31T23:59:54.169Z,12.45972931,7.879312727,0,7.52,9.48,20.32,43.04,906
802,4fcfdb9e_838e_4026_a388_be52090be2ba,Electrical_Power_Sensor,1442872,2021-01-01T00:00:09.341Z,2023-12-31T23:59:55.916Z,2.531318925,17.82923134,0,0,0.4,4.51,1197.86,918
644,94088409_7c46_4320_b846_a0c4db766cbf,Point,143076,2021-01-01T00:03:17.692Z,2023-12-31T23:52:07.958Z,17.94300679,7.358341634,0,17.52,20.28,22.02,32.6,950
664,38066954_1756_48f6_9902_64c58b9688f4,Air_Temperature_Sensor,142890,2021-01-01T00:03:17.907Z,2023-12-31T23:52:08.325Z,17.94247771,7.362761473,0,17.52,20.28,22.02,32.6,951
322,a268d54f_c714_4ca5_82b8_7c5dba2d69ef,Discharge_Air_Temperature_Sensor,144019,2021-01-01T00:03:13.671Z,2023-12-31T23:52:01.703Z,14.85428062,4.029112225,0,12.24,15.68,17.78,37.54,954
299,7e21a7c7_3c00_4f1f_a639_5cc03bf45494,Point,144022,2021-01-01T00:03:13.406Z,2023-12-31T23:52:01.288Z,14.85311466,4.030119381,0,12.24,15.68,17.78,37.54,957
792,aa2f7338_7edd_4500_ae39_601427c0c341,Current_Sensor,1443648,2021-01-01T00:00:09.153Z,2023-12-31T23:59:55.550Z,13.40504871,13.3342738,0,0,6.88,26.64,125.56,970
841,3010a24a_2deb_43c8_9db4_cfc94c5faa5c,Electrical_Power_Sensor,266037,2021-07-13T01:26:18.083Z,2023-12-31T23:55:23.191Z,0.016019369,0.10985897,-0.725,0,0,0,0.415,1001
756,87677553_3917_452b_8647_6d912927f558,Electrical_Power_Sensor,1446153,2021-01-01T00:00:08.779Z,2023-12-31T23:59:54.808Z,2.410524578,1.278053376,0,1.7,2.45,3.25,13.06,1009
744,d40fdd3a_ee77_485c_9c4f_7f074900c1fe,Electrical_Power_Sensor,1445846,2021-01-01T00:00:08.802Z,2023-12-31T23:59:54.849Z,2.985754984,1.509882858,0,2.16,3.25,3.52,13.08,1015
159,ac8c92ee_96bb_4354_bab7_205cf8973292,Position_Sensor,143257,2021-01-01T00:03:16.433Z,2023-12-31T23:52:05.992Z,6.604513999,24.63014868,0,0,0,0.0649,100,1032
495,21664c05_92c5_453f_9274_123711a5a5c0,Differential_Pressure_Sensor,145063,2021-01-01T00:03:11.040Z,2023-12-31T23:51:57.900Z,30.91568794,48.04574704,0,12.92,13.2,13.6,201.08,1036
366,7baae988_b38f_4f0a_a79c_e91d928f4311,Air_Temperature_Sensor,143835,2021-01-01T00:03:14.191Z,2023-12-31T23:52:02.492Z,20.44775208,4.383953056,0,18.42,21.2,22.68,38.66,1039
619,e8ffc7ba_d2dc_4bff_a068_6317ae240d85,Filter_Differential_Pressure_Sensor,144325,2021-01-01T00:03:13.111Z,2023-12-31T23:52:00.846Z,7.884172527,19.03369285,-7.1,-3.25,-2,4.9,65.6,1041
381,67c1e337_0346_4c2c_bca0_6e24e170cb30,Point,145325,2021-01-01T00:03:08.927Z,2023-12-31T23:51:54.214Z,17.4908481,4.612625389,0,14.56,17.84,20.38,40.7,1051
778,a01c1a36_da2b_4de0_8903_1b4b338360f8,Electrical_Power_Sensor,1444856,2021-01-01T00:00:09.020Z,2023-12-31T23:59:55.269Z,3.750656737,2.249778902,0,2.9,3.15,4.87,12.11,1053
766,27b6662b_9497_466e_a2cf_88c0716d04f3,Electrical_Power_Sensor,1444701,2021-01-01T00:00:09.039Z,2023-12-31T23:59:55.307Z,4.654606261,2.399341845,0,3.55,4.66,5.93,12.67,1054
83,5794706b_7b64_4202_b743_61c671c4add3,Air_Temperature_Sensor,143532,2021-01-01T00:03:15.546Z,2023-12-31T23:52:04.649Z,20.87912953,8.607466141,0,20.1,23.72,26.6,32.67,1055
